sale_id,date,month,quarter,territory,province,city,clinic_id,clinic_name,sales_rep,product_name,product_category,animal_segment,unit_price,quantity,discount_pct,revenue,quota,quota_attainment
S0432,2024-06-03,June,Q2,Western Canada,AB,Vancouver,CLN1077,Rocha Mixed Practice,Priya Sharma,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,2,0.13,233.16,266.98,87.3
S0896,2024-06-03,June,Q2,Ontario East,ON,Ottawa,CLN1014,Gonzalez Livestock Practice,David Park,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,7,0.05,891.1,1015.56,87.7
S0186,2024-06-04,June,Q2,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Fatima Hassan,Clomicalm 20mg,Behaviour,Companion,67.0,29,0.01,1923.57,1953.05,98.5
S0526,2024-06-04,June,Q2,Ontario East,ON,Toronto,CLN1007,Mcclain Veterinary Clinic,David Park,Nexgard Spectra M,Parasitology,Companion,38.9,24,0.0,933.6,1158.07,80.6
S0779,2024-06-04,June,Q2,Atlantic Canada,NS,Fredericton,CLN1102,Le Veterinary Clinic,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,18,0.08,4934.88,5875.37,84.0
S0923,2024-06-04,June,Q2,Atlantic Canada,NS,Halifax,CLN1103,Maldonado Livestock Practice,Fatima Hassan,Nexgard Spectra M,Parasitology,Companion,38.9,11,0.01,423.62,552.28,76.7
S0024,2024-06-05,June,Q2,Atlantic Canada,NS,Fredericton,CLN1110,Mckay Mixed Practice,Fatima Hassan,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,13,0.12,626.34,642.74,97.4
S0229,2024-06-05,June,Q2,Quebec,QC,Quebec City,CLN1070,Adams Animal Hospital,Isabelle Roy,Nexgard Spectra L,Parasitology,Companion,44.5,7,0.01,308.38,353.57,87.2
S0561,2024-06-05,June,Q2,Western Canada,AB,Calgary,CLN1089,Davis Farm Supply & Vet,Priya Sharma,Nexgard Spectra M,Parasitology,Companion,38.9,9,0.02,343.1,360.94,95.1
S0807,2024-06-05,June,Q2,Ontario West,ON,Kitchener,CLN1032,Blair Farm Supply & Vet,James Okafor,Nexgard Spectra M,Parasitology,Companion,38.9,1,0.05,36.95,45.54,81.1
S0299,2024-06-06,June,Q2,Ontario West,ON,Windsor,CLN1034,Dudley Animal Hospital,Emily Chen,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,16,0.01,2122.56,1742.48,121.8
S0458,2024-06-06,June,Q2,Atlantic Canada,NS,Moncton,CLN1113,Mason Livestock Practice,Connor MacDonald,Nexgard Spectra L,Parasitology,Companion,44.5,1,0.11,39.61,38.65,102.5
S0493,2024-06-06,June,Q2,Atlantic Canada,NS,Fredericton,CLN1114,White Veterinary Clinic,Fatima Hassan,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,43,0.09,2142.37,1832.18,116.9
S0873,2024-06-06,June,Q2,Western Canada,AB,Saskatoon,CLN1081,Hoffman Mixed Practice,Ryan Nakamura,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,39,0.06,10924.68,12094.88,90.3
S0901,2024-06-06,June,Q2,Western Canada,AB,Vancouver,CLN1077,Rocha Mixed Practice,Priya Sharma,Nexgard Spectra L,Parasitology,Companion,44.5,36,0.01,1585.98,1613.15,98.3
S0031,2024-06-07,June,Q2,Western Canada,AB,Vancouver,CLN1080,Wright Animal Hospital,Priya Sharma,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,8,0.11,1246.0,1159.02,107.5
S0130,2024-06-07,June,Q2,Western Canada,AB,Saskatoon,CLN1087,Bright Veterinary Clinic,Ryan Nakamura,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,7,0.14,1053.5,1198.68,87.9
S0060,2024-06-08,June,Q2,Western Canada,AB,Calgary,CLN1078,Ellis Veterinary Clinic,Ryan Nakamura,Clomicalm 20mg,Behaviour,Companion,67.0,20,0.02,1313.2,1005.13,130.6
S0169,2024-06-08,June,Q2,Western Canada,AB,Calgary,CLN1096,James Mixed Practice,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,27,0.07,5273.1,4452.85,118.4
S0300,2024-06-08,June,Q2,Ontario East,ON,Kingston,CLN1021,Shaffer Veterinary Clinic,David Park,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,33,0.14,4966.5,6370.43,78.0
S0881,2024-06-08,June,Q2,Ontario West,ON,Kitchener,CLN1043,Perez Farm Supply & Vet,Emily Chen,Vetmedin 5mg,Cardiology,Companion,89.5,7,0.08,576.38,660.18,87.3
S0235,2024-06-09,June,Q2,Ontario West,ON,Windsor,CLN1048,Ramirez Animal Hospital,Emily Chen,Vetmedin 10mg,Cardiology,Companion,142.0,37,0.02,5148.92,4995.33,103.1
S0938,2024-06-09,June,Q2,Western Canada,AB,Vancouver,CLN1076,Foster Veterinary Clinic,Ryan Nakamura,Zactran 150mg/mL,Antibiotics,Cattle,320.0,22,0.1,6336.0,8527.81,74.3
S0397,2024-06-10,June,Q2,Atlantic Canada,NS,St. John's,CLN1120,Hernandez Animal Hospital,Connor MacDonald,Zactran 150mg/mL,Antibiotics,Cattle,320.0,11,0.07,3273.6,2730.76,119.9
S0430,2024-06-10,June,Q2,Ontario East,ON,Toronto,CLN1018,Lawrence Livestock Practice,Sarah Mitchell,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,47,0.06,13165.64,17483.3,75.3
S0683,2024-06-10,June,Q2,Western Canada,AB,Calgary,CLN1074,Edwards Veterinary Clinic,Ryan Nakamura,Zactran 150mg/mL,Antibiotics,Cattle,320.0,1,0.06,300.8,262.67,114.5
S0784,2024-06-10,June,Q2,Ontario West,ON,Burlington,CLN1044,Roberts Animal Hospital,James Okafor,Zactran 150mg/mL,Antibiotics,Cattle,320.0,39,0.07,11606.4,11158.33,104.0
S0648,2024-06-11,June,Q2,Western Canada,AB,Saskatoon,CLN1086,Robinson Mixed Practice,Ryan Nakamura,Vetmedin 10mg,Cardiology,Companion,142.0,19,0.09,2455.18,3167.36,77.5
S0255,2024-06-12,June,Q2,Quebec,QC,Montreal,CLN1062,Bowman Veterinary Clinic,Isabelle Roy,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,22,0.09,1096.1,1027.65,106.7
S0384,2024-06-12,June,Q2,Quebec,QC,Montreal,CLN1062,Bowman Veterinary Clinic,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,7,0.07,1204.35,1406.75,85.6
S0451,2024-06-12,June,Q2,Quebec,QC,Laval,CLN1071,Clark Animal Hospital,Isabelle Roy,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,21,0.04,1103.76,1434.35,77.0
S0288,2024-06-13,June,Q2,Atlantic Canada,NS,St. John's,CLN1120,Hernandez Animal Hospital,Fatima Hassan,Ingelvac PRRS MLV,Vaccines,Swine,185.0,42,0.03,7536.9,10011.63,75.3
S0559,2024-06-13,June,Q2,Ontario East,ON,Toronto,CLN1001,Fowler Veterinary Clinic,Sarah Mitchell,Zactran 150mg/mL,Antibiotics,Cattle,320.0,13,0.11,3702.4,4887.32,75.8
S0630,2024-06-13,June,Q2,Quebec,QC,Sherbrooke,CLN1066,Parsons Veterinary Clinic,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,3,0.04,532.8,607.88,87.6
S0066,2024-06-14,June,Q2,Ontario West,ON,Windsor,CLN1035,Gray Veterinary Clinic,Emily Chen,Ingelvac PRRS MLV,Vaccines,Swine,185.0,28,0.12,4558.4,5039.24,90.5
S0092,2024-06-14,June,Q2,Quebec,QC,Sherbrooke,CLN1065,Cameron Animal Hospital,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,6,0.09,1010.1,1296.62,77.9
S0185,2024-06-14,June,Q2,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Fatima Hassan,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,37,0.1,5827.5,7820.03,74.5
S0416,2024-06-14,June,Q2,Atlantic Canada,NS,Fredericton,CLN1102,Le Veterinary Clinic,Fatima Hassan,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,28,0.12,1349.04,1412.21,95.5
S0488,2024-06-14,June,Q2,Atlantic Canada,NS,Moncton,CLN1104,Herrera Livestock Practice,Connor MacDonald,Nexgard Spectra L,Parasitology,Companion,44.5,46,0.03,1985.59,2445.16,81.2
S0785,2024-06-14,June,Q2,Quebec,QC,Laval,CLN1071,Clark Animal Hospital,Isabelle Roy,Nexgard Spectra L,Parasitology,Companion,44.5,27,0.11,1069.34,1078.27,99.2
S0945,2024-06-14,June,Q2,Western Canada,AB,Vancouver,CLN1082,Baker Farm Supply & Vet,Priya Sharma,Nexgard Spectra M,Parasitology,Companion,38.9,50,0.06,1828.3,2362.23,77.4
S0738,2024-06-15,June,Q2,Quebec,QC,Quebec City,CLN1068,Johnson Mixed Practice,Marc Tremblay,Vetmedin 5mg,Cardiology,Companion,89.5,3,0.1,241.65,305.98,79.0
S0893,2024-06-15,June,Q2,Quebec,QC,Sherbrooke,CLN1051,Wood Mixed Practice,Marc Tremblay,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,43,0.05,5473.9,6932.56,79.0
S0981,2024-06-15,June,Q2,Quebec,QC,Laval,CLN1063,Hawkins Farm Supply & Vet,Marc Tremblay,Vetmedin 10mg,Cardiology,Companion,142.0,16,0.11,2022.08,2235.66,90.4
S0440,2024-06-16,June,Q2,Ontario West,ON,London,CLN1040,Ray Farm Supply & Vet,James Okafor,Zactran 150mg/mL,Antibiotics,Cattle,320.0,14,0.15,3808.0,3211.01,118.6
S0463,2024-06-16,June,Q2,Ontario West,ON,Kitchener,CLN1031,Roman Farm Supply & Vet,Emily Chen,Nexgard Spectra M,Parasitology,Companion,38.9,21,0.14,702.53,692.53,101.4
S0030,2024-06-18,June,Q2,Ontario East,ON,Toronto,CLN1001,Fowler Veterinary Clinic,Sarah Mitchell,Nexgard Spectra L,Parasitology,Companion,44.5,28,0.01,1233.54,1416.77,87.1
S0379,2024-06-18,June,Q2,Western Canada,AB,Saskatoon,CLN1083,Richards Animal Hospital,Ryan Nakamura,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,42,0.1,11264.4,11149.17,101.0
S0386,2024-06-18,June,Q2,Ontario East,ON,Ottawa,CLN1014,Gonzalez Livestock Practice,Sarah Mitchell,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,16,0.08,1972.48,2132.54,92.5
S0621,2024-06-18,June,Q2,Ontario West,ON,London,CLN1036,Arnold Mixed Practice,Emily Chen,Clomicalm 20mg,Behaviour,Companion,67.0,11,0.09,670.67,605.62,110.7
S0625,2024-06-18,June,Q2,Quebec,QC,Quebec City,CLN1070,Adams Animal Hospital,Isabelle Roy,Vetmedin 10mg,Cardiology,Companion,142.0,23,0.03,3168.02,2781.56,113.9
S0634,2024-06-18,June,Q2,Western Canada,AB,Saskatoon,CLN1083,Richards Animal Hospital,Ryan Nakamura,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,44,0.02,5778.08,5925.62,97.5
S0753,2024-06-18,June,Q2,Quebec,QC,Sherbrooke,CLN1054,Zuniga Veterinary Clinic,Isabelle Roy,Ingelvac PRRS MLV,Vaccines,Swine,185.0,24,0.07,4129.2,5057.67,81.6
S0871,2024-06-18,June,Q2,Ontario West,ON,Windsor,CLN1039,Hensley Mixed Practice,Emily Chen,Zactran 150mg/mL,Antibiotics,Cattle,320.0,35,0.0,11200.0,12280.11,91.2
S0267,2024-06-19,June,Q2,Western Canada,AB,Calgary,CLN1078,Ellis Veterinary Clinic,Priya Sharma,Zactran 150mg/mL,Antibiotics,Cattle,320.0,3,0.01,950.4,790.94,120.2
S0946,2024-06-19,June,Q2,Ontario West,ON,London,CLN1033,Herrera Farm Supply & Vet,James Okafor,Vetmedin 10mg,Cardiology,Companion,142.0,18,0.12,2249.28,2203.57,102.1
S0497,2024-06-20,June,Q2,Ontario West,ON,Burlington,CLN1041,Bush Animal Hospital,James Okafor,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,6,0.12,924.0,1064.46,86.8
S0845,2024-06-20,June,Q2,Western Canada,AB,Saskatoon,CLN1079,Baker Veterinary Clinic,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,36,0.06,7106.4,8605.54,82.6
S0250,2024-06-21,June,Q2,Western Canada,AB,Edmonton,CLN1075,Rios Farm Supply & Vet,Ryan Nakamura,Clomicalm 20mg,Behaviour,Companion,67.0,43,0.09,2621.71,3385.15,77.4
S0106,2024-06-23,June,Q2,Western Canada,AB,Calgary,CLN1096,James Mixed Practice,Ryan Nakamura,Vetmedin 10mg,Cardiology,Companion,142.0,18,0.12,2249.28,2840.05,79.2
S0594,2024-06-23,June,Q2,Atlantic Canada,NS,Fredericton,CLN1102,Le Veterinary Clinic,Fatima Hassan,Zactran 150mg/mL,Antibiotics,Cattle,320.0,36,0.03,11174.4,12882.79,86.7
S0424,2024-06-24,June,Q2,Western Canada,AB,Vancouver,CLN1076,Foster Veterinary Clinic,Ryan Nakamura,Zactran 150mg/mL,Antibiotics,Cattle,320.0,44,0.07,13094.4,9884.14,132.5
S0579,2024-06-24,June,Q2,Atlantic Canada,NS,St. John's,CLN1115,Gaines Mixed Practice,Fatima Hassan,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,18,0.13,4666.68,3760.27,124.1
S0706,2024-06-24,June,Q2,Western Canada,AB,Calgary,CLN1090,Williams Mixed Practice,Priya Sharma,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,19,0.01,1029.85,1188.67,86.6
S0752,2024-06-24,June,Q2,Western Canada,AB,Vancouver,CLN1094,Henderson Veterinary Clinic,Ryan Nakamura,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,6,0.02,321.93,336.79,95.6
S0172,2024-06-25,June,Q2,Western Canada,AB,Calgary,CLN1078,Ellis Veterinary Clinic,Priya Sharma,Ingelvac CircoFLEX,Vaccines,Swine,210.0,18,0.03,3666.6,3877.09,94.6
S0643,2024-06-25,June,Q2,Western Canada,AB,Vancouver,CLN1077,Rocha Mixed Practice,Priya Sharma,Zactran 150mg/mL,Antibiotics,Cattle,320.0,36,0.14,9907.2,9241.58,107.2
S0665,2024-06-25,June,Q2,Ontario West,ON,London,CLN1033,Herrera Farm Supply & Vet,Emily Chen,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,34,0.06,1749.81,2170.36,80.6
S0496,2024-06-26,June,Q2,Ontario West,ON,Windsor,CLN1029,Abbott Veterinary Clinic,James Okafor,Ingelvac PRRS MLV,Vaccines,Swine,185.0,10,0.05,1757.5,1400.17,125.5
S0765,2024-06-26,June,Q2,Ontario East,ON,Kingston,CLN1017,Robinson Veterinary Clinic,David Park,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,21,0.15,977.29,1195.36,81.8
S0010,2024-06-27,June,Q2,Quebec,QC,Sherbrooke,CLN1059,Martin Mixed Practice,Marc Tremblay,Vetmedin 10mg,Cardiology,Companion,142.0,35,0.03,4820.9,4382.78,110.0
S0312,2024-06-27,June,Q2,Quebec,QC,Quebec City,CLN1049,Reid Mixed Practice,Marc Tremblay,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,43,0.13,6546.75,5432.45,120.5
S0392,2024-06-27,June,Q2,Western Canada,AB,Vancouver,CLN1082,Baker Farm Supply & Vet,Priya Sharma,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,25,0.09,6779.5,7472.38,90.7
S0056,2024-06-28,June,Q2,Ontario West,ON,London,CLN1033,Herrera Farm Supply & Vet,James Okafor,Ingelvac PRRS MLV,Vaccines,Swine,185.0,2,0.11,329.3,257.27,128.0
S0182,2024-06-28,June,Q2,Ontario East,ON,Ottawa,CLN1010,Johnson Mixed Practice,Sarah Mitchell,Zactran 150mg/mL,Antibiotics,Cattle,320.0,33,0.03,10243.2,12453.04,82.3
S0195,2024-06-28,June,Q2,Ontario West,ON,London,CLN1033,Herrera Farm Supply & Vet,James Okafor,Nexgard Spectra L,Parasitology,Companion,44.5,6,0.09,242.97,202.85,119.8
S0406,2024-06-28,June,Q2,Quebec,QC,Sherbrooke,CLN1057,Jackson Mixed Practice,Marc Tremblay,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,14,0.12,674.52,743.83,90.7
S0804,2024-06-28,June,Q2,Ontario West,ON,Burlington,CLN1042,Williams Farm Supply & Vet,Emily Chen,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,42,0.0,12516.0,11676.07,107.2
S0884,2024-06-28,June,Q2,Ontario East,ON,Kingston,CLN1015,Santos Farm Supply & Vet,Sarah Mitchell,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,36,0.08,9869.76,8625.64,114.4
S0217,2024-06-29,June,Q2,Ontario East,ON,Ottawa,CLN1003,Hill Animal Hospital,Sarah Mitchell,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,10,0.04,1286.4,966.01,133.2
S0230,2024-06-29,June,Q2,Quebec,QC,Montreal,CLN1058,Daniel Livestock Practice,Isabelle Roy,Clomicalm 20mg,Behaviour,Companion,67.0,45,0.07,2803.95,2855.2,98.2
S0337,2024-06-29,June,Q2,Atlantic Canada,NS,St. John's,CLN1098,Rice Animal Hospital,Fatima Hassan,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,42,0.11,5008.92,5141.64,97.4
S0922,2024-06-29,June,Q2,Quebec,QC,Laval,CLN1061,Mayo Mixed Practice,Isabelle Roy,Zactran 150mg/mL,Antibiotics,Cattle,320.0,31,0.09,9027.2,8565.99,105.4
S0578,2024-07-02,July,Q3,Atlantic Canada,NS,Fredericton,CLN1109,Chavez Animal Hospital,Connor MacDonald,Vetmedin 5mg,Cardiology,Companion,89.5,9,0.1,724.95,617.88,117.3
S0908,2024-07-02,July,Q3,Ontario East,ON,Ottawa,CLN1008,Miller Animal Hospital,David Park,Zactran 150mg/mL,Antibiotics,Cattle,320.0,4,0.0,1280.0,1390.1,92.1
S0218,2024-07-03,July,Q3,Ontario West,ON,Kitchener,CLN1031,Roman Farm Supply & Vet,Emily Chen,Clomicalm 20mg,Behaviour,Companion,67.0,43,0.1,2592.9,2759.08,94.0
S0360,2024-07-03,July,Q3,Ontario West,ON,Burlington,CLN1041,Bush Animal Hospital,Emily Chen,Vetmedin 10mg,Cardiology,Companion,142.0,6,0.0,852.0,796.59,107.0
S0532,2024-07-03,July,Q3,Ontario East,ON,Toronto,CLN1023,Peterson Livestock Practice,Sarah Mitchell,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,4,0.04,210.24,215.26,97.7
S0064,2024-07-04,July,Q3,Western Canada,AB,Saskatoon,CLN1083,Richards Animal Hospital,Priya Sharma,Vetmedin 5mg,Cardiology,Companion,89.5,27,0.12,2126.52,1729.55,123.0
S0198,2024-07-04,July,Q3,Atlantic Canada,NS,Halifax,CLN1117,Evans Veterinary Clinic,Connor MacDonald,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,43,0.06,7073.5,6840.76,103.4
S0371,2024-07-05,July,Q3,Western Canada,AB,Calgary,CLN1074,Edwards Veterinary Clinic,Ryan Nakamura,Nexgard Spectra L,Parasitology,Companion,44.5,25,0.04,1068.0,1304.58,81.9
S0718,2024-07-05,July,Q3,Ontario East,ON,Toronto,CLN1024,Moore Mixed Practice,David Park,Ingelvac CircoFLEX,Vaccines,Swine,210.0,14,0.06,2763.6,3319.96,83.2
S0892,2024-07-05,July,Q3,Quebec,QC,Laval,CLN1061,Mayo Mixed Practice,Marc Tremblay,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,10,0.13,476.32,533.56,89.3
S0132,2024-07-06,July,Q3,Ontario West,ON,Burlington,CLN1042,Williams Farm Supply & Vet,Emily Chen,Clomicalm 20mg,Behaviour,Companion,67.0,13,0.02,853.58,916.44,93.1
S0233,2024-07-06,July,Q3,Ontario East,ON,Toronto,CLN1019,Pacheco Farm Supply & Vet,David Park,Vetmedin 5mg,Cardiology,Companion,89.5,9,0.01,797.44,970.57,82.2
S0390,2024-07-06,July,Q3,Atlantic Canada,NS,Moncton,CLN1104,Herrera Livestock Practice,Connor MacDonald,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,7,0.12,1835.68,1968.09,93.3
S0717,2024-07-06,July,Q3,Ontario East,ON,Toronto,CLN1024,Moore Mixed Practice,David Park,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,18,0.07,916.51,1024.52,89.5
S0454,2024-07-07,July,Q3,Atlantic Canada,NS,St. John's,CLN1111,Liu Animal Hospital,Fatima Hassan,Nexgard Spectra M,Parasitology,Companion,38.9,21,0.01,808.73,828.18,97.7
S0455,2024-07-07,July,Q3,Ontario West,ON,Windsor,CLN1026,Rogers Mixed Practice,Emily Chen,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,20,0.11,5304.4,4750.36,111.7
S0778,2024-07-07,July,Q3,Atlantic Canada,NS,Halifax,CLN1103,Maldonado Livestock Practice,Connor MacDonald,Nexgard Spectra L,Parasitology,Companion,44.5,36,0.11,1425.78,1831.07,77.9
S0234,2024-07-08,July,Q3,Ontario West,ON,Kitchener,CLN1047,Garcia Animal Hospital,Emily Chen,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,3,0.09,813.54,941.62,86.4
S0660,2024-07-08,July,Q3,Ontario West,ON,Kitchener,CLN1046,Hall Livestock Practice,James Okafor,Metacam Oral 1.5mg,Pain & Inflammation,Companion,54.75,49,0.07,2494.96,1965.32,126.9
S0686,2024-07-08,July,Q3,Atlantic Canada,NS,Fredericton,CLN1097,Ferrell Farm Supply & Vet,Connor MacDonald,Ingelvac CircoFLEX,Vaccines,Swine,210.0,36,0.12,6652.8,6915.46,96.2
S0192,2024-07-09,July,Q3,Ontario West,ON,Kitchener,CLN1032,Blair Farm Supply & Vet,Emily Chen,Ingelvac PRRS MLV,Vaccines,Swine,185.0,34,0.08,5786.8,4891.28,118.3
S0210,2024-07-10,July,Q3,Atlantic Canada,NS,St. John's,CLN1105,Adams Livestock Practice,Fatima Hassan,Nexgard Spectra L,Parasitology,Companion,44.5,2,0.06,83.66,82.65,101.2
S0219,2024-07-10,July,Q3,Ontario East,ON,Toronto,CLN1009,Henderson Mixed Practice,Sarah Mitchell,Ingelvac CircoFLEX,Vaccines,Swine,210.0,31,0.01,6444.9,6329.72,101.8
S0629,2024-07-10,July,Q3,Quebec,QC,Laval,CLN1050,Diaz Mixed Practice,Isabelle Roy,Zactran 150mg/mL,Antibiotics,Cattle,320.0,47,0.04,14438.4,18723.74,77.1
S0875,2024-07-10,July,Q3,Ontario West,ON,Windsor,CLN1048,Ramirez Animal Hospital,Emily Chen,Nexgard Spectra M,Parasitology,Companion,38.9,14,0.08,501.03,428.38,117.0
S0502,2024-07-11,July,Q3,Ontario East,ON,Ottawa,CLN1003,Hill Animal Hospital,David Park,Nexgard Spectra M,Parasitology,Companion,38.9,7,0.01,269.58,229.7,117.4
S0663,2024-07-11,July,Q3,Quebec,QC,Laval,CLN1067,Perez Mixed Practice,Isabelle Roy,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,17,0.09,2072.98,2263.89,91.6
S0872,2024-07-11,July,Q3,Atlantic Canada,NS,Halifax,CLN1103,Maldonado Livestock Practice,Fatima Hassan,Vetmedin 10mg,Cardiology,Companion,142.0,10,0.04,1363.2,1047.9,130.1
S0970,2024-07-11,July,Q3,Atlantic Canada,NS,St. John's,CLN1119,Lynch Livestock Practice,Connor MacDonald,Clomicalm 20mg,Behaviour,Companion,67.0,7,0.12,412.72,466.09,88.5
S0983,2024-07-11,July,Q3,Ontario West,ON,Burlington,CLN1042,Williams Farm Supply & Vet,James Okafor,Vetmedin 10mg,Cardiology,Companion,142.0,16,0.11,2022.08,2571.95,78.6
S0311,2024-07-12,July,Q3,Atlantic Canada,NS,Fredericton,CLN1099,Maddox Mixed Practice,Fatima Hassan,Nexgard Spectra L,Parasitology,Companion,44.5,25,0.07,1034.62,1345.28,76.9
S0746,2024-07-12,July,Q3,Quebec,QC,Sherbrooke,CLN1051,Wood Mixed Practice,Marc Tremblay,Clomicalm 20mg,Behaviour,Companion,67.0,46,0.11,2742.98,2698.64,101.6
S0331,2024-07-13,July,Q3,Western Canada,AB,Calgary,CLN1090,Williams Mixed Practice,Ryan Nakamura,Ingelvac CircoFLEX,Vaccines,Swine,210.0,16,0.08,3091.2,3756.76,82.3
S0834,2024-07-13,July,Q3,Atlantic Canada,NS,Fredericton,CLN1114,White Veterinary Clinic,Connor MacDonald,Ingelvac CircoFLEX,Vaccines,Swine,210.0,26,0.12,4804.8,5356.19,89.7
S0902,2024-07-13,July,Q3,Quebec,QC,Sherbrooke,CLN1052,Clark Farm Supply & Vet,Marc Tremblay,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,7,0.1,1877.4,2079.86,90.3
S0426,2024-07-14,July,Q3,Ontario East,ON,Belleville,CLN1012,Wagner Mixed Practice,Sarah Mitchell,Vetmedin 10mg,Cardiology,Companion,142.0,21,0.06,2803.08,2605.61,107.6
S0510,2024-07-14,July,Q3,Ontario West,ON,Windsor,CLN1034,Dudley Animal Hospital,James Okafor,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,35,0.06,5757.5,5599.82,102.8
S0639,2024-07-14,July,Q3,Atlantic Canada,NS,St. John's,CLN1101,Smith Livestock Practice,Fatima Hassan,Draxxin 100mg/mL,Antibiotics,Cattle,298.0,6,0.04,1716.48,2241.75,76.6
S0125,2024-07-15,July,Q3,Western Canada,AB,Vancouver,CLN1082,Baker Farm Supply & Vet,Priya Sharma,Metacam 20mg/mL Inj,Pain & Inflammation,Cattle,134.0,17,0.07,2118.54,1972.94,107.4
S0297,2024-07-15,July,Q3,Ontario East,ON,Toronto,CLN1024,Moore Mixed Practice,Sarah Mitchell,Ingelvac PRRS MLV,Vaccines,Swine,185.0,21,0.14,3341.1,2519.52,132.6
S0425,2024-07-15,July,Q3,Atlantic Canada,NS,St. John's,CLN1105,Adams Livestock Practice,Connor MacDonald,Ingelvac CircoFLEX,Vaccines,Swine,210.0,45,0.02,9261.0,7339.31,126.2
S0558,2024-07-15,July,Q3,Ontario East,ON,Kingston,CLN1017,Robinson Veterinary Clinic,David Park,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,28,0.06,4606.0,6122.28,75.2
S0887,2024-07-15,July,Q3,Ontario East,ON,Toronto,CLN1007,Mcclain Veterinary Clinic,Sarah Mitchell,Vetmedin 5mg,Cardiology,Companion,89.5,31,0.14,2386.07,1861.79,128.2
S0580,2024-07-16,July,Q3,Ontario East,ON,Toronto,CLN1024,Moore Mixed Practice,Sarah Mitchell,Ingelvac CircoFLEX,Vaccines,Swine,210.0,26,0.14,4695.6,4287.55,109.5
S0780,2024-07-16,July,Q3,Ontario East,ON,Ottawa,CLN1010,Johnson Mixed Practice,Sarah Mitchell,Zactran 150mg/mL,Antibiotics,Cattle,320.0,7,0.02,2195.2,1950.68,112.5
S0661,2024-07-17,July,Q3,Ontario West,ON,London,CLN1030,Munoz Veterinary Clinic,James Okafor,Bovilis Bovipast RSP,Vaccines,Cattle,175.0,14,0.08,2254.0,2760.87,81.6
S0049,2024-07-18,July,Q3,Ontario East,ON,Ottawa,CLN1003,Hill Animal Hospital,David Park,Ingelvac PRRS MLV,Vaccines,Swine,185.0,1,0.14,159.1,147.83,107.6
S0352,2024-07-18,July,Q3,Atlantic Canada,NS,Fredericton,CLN1097,Ferrell Farm Supply & Vet,Fatima Hassan,Vetmedin 10mg,Cardiology,Companion,142.0,20,0.02,2783.2,2488.97,111.8
